"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate
	"New York"	"36"	"Other disorders of lung"	"J98.4"	240	113891913	0.21	0.01	0.22
	"New York"	"36"	"Other specified respiratory disorders"	"J98.8"	43	113891913	0.04	0.01	0.04
	"New York"	"36"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other specified diseases of stomach and duodenum"	"K31.8"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Acute appendicitis with generalized peritonitis"	"K35.0"	14	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	117	113891913	0.10	0.01	0.11
	"New York"	"36"	"Acute vascular disorders of intestine"	"K55.0"	110	113891913	0.10	0.01	0.10
	"New York"	"36"	"Vascular disorder of intestine, unspecified"	"K55.9"	14	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Intussusception"	"K56.1"	14	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Volvulus"	"K56.2"	39	113891913	0.03	0.01	0.03
	"New York"	"36"	"Other and unspecified intestinal obstruction"	"K56.6"	35	113891913	0.03	0.01	0.03
	"New York"	"36"	"Perforation of intestine (nontraumatic)"	"K63.1"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Peritonitis, unspecified"	"K65.9"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Haemoperitoneum"	"K66.1"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Hepatic failure, unspecified"	"K72.9"	59	113891913	0.05	0.01	0.05
	"New York"	"36"	"Other and unspecified cirrhosis of liver"	"K74.6"	14	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Autoimmune hepatitis"	"K75.4"	12	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Liver disease, unspecified"	"K76.9"	22	113891913	0.02	0.00	0.02
	"New York"	"36"	"Obstruction of bile duct"	"K83.1"	12	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Acute pancreatitis"	"K85"	15	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Acute pancreatitis, unspecified"	"K85.9"	17	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Blind loop syndrome, not elsewhere classified"	"K90.2"	28	113891913	0.02	0.00	0.03
	"New York"	"36"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Thrombotic microangiopathy"	"M31.1"	11	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	80	113891913	0.07	0.01	0.07
	"New York"	"36"	"Systemic lupus erythematosus, unspecified"	"M32.9"	22	113891913	0.02	0.00	0.02
	"New York"	"36"	"Other forms of systemic sclerosis"	"M34.8"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Systemic involvement of connective tissue, unspecified"	"M35.9"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Scoliosis, unspecified"	"M41.9"	19	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Nephrotic syndrome, unspecified"	"N04.9"	23	113891913	0.02	0.00	0.02
	"New York"	"36"	"Acute renal failure, unspecified"	"N17.9"	43	113891913	0.04	0.01	0.04
	"New York"	"36"	"End-stage renal disease"	"N18.0"	30	113891913	0.03	0.00	0.03
	"New York"	"36"	"Chronic renal failure, unspecified"	"N18.9"	12	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Unspecified renal failure"	"N19"	119	113891913	0.10	0.01	0.11
	"New York"	"36"	"Urinary tract infection, site not specified"	"N39.0"	17	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other specified pregnancy-related conditions"	"O26.8"	18	113891913	0.02 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Obstetric death of unspecified cause"	"O95"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Death from any obstetric cause occurring more than 42 days but less than one year after delivery"	"O96"	15	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	11	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Newborn affected by maternal hypertensive disorders"	"P00.0"	57	113891913	0.05	0.01	0.05
	"New York"	"36"	"Newborn affected by maternal infectious and parasitic diseases"	"P00.2"	15	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Newborn affected by maternal injury"	"P00.5"	22	113891913	0.02	0.00	0.02
	"New York"	"36"	"Newborn affected by other maternal conditions"	"P00.8"	19	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Newborn affected by incompetent cervix"	"P01.0"	272	113891913	0.24	0.01	0.25
	"New York"	"36"	"Newborn affected by premature rupture of membranes"	"P01.1"	529	113891913	0.46	0.02	0.48
	"New York"	"36"	"Newborn affected by oligohydramnios"	"P01.2"	79	113891913	0.07	0.01	0.07
	"New York"	"36"	"Newborn affected by multiple pregnancy"	"P01.5"	127	113891913	0.11	0.01	0.11
	"New York"	"36"	"Newborn affected by other maternal complications of pregnancy"	"P01.8"	62	113891913	0.05	0.01	0.06
	"New York"	"36"	"Newborn affected by placenta praevia"	"P02.0"	15	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	344	113891913	0.30	0.02	0.31
	"New York"	"36"	"Newborn affected by other and unspecified morphological and functional abnormalities of placenta"	"P02.2"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Newborn affected by placental transfusion syndromes"	"P02.3"	55	113891913	0.05	0.01	0.05
	"New York"	"36"	"Newborn affected by prolapsed cord"	"P02.4"	20	113891913	0.02	0.00	0.02
	"New York"	"36"	"Newborn affected by other compression of umbilical cord"	"P02.5"	20	113891913	0.02	0.00	0.02
	"New York"	"36"	"Newborn affected by chorioamnionitis"	"P02.7"	314	113891913	0.28	0.02	0.28
	"New York"	"36"	"Newborn affected by abnormal uterine contractions"	"P03.6"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Newborn affected by other specified complications of labour and delivery"	"P03.8"	47	113891913	0.04	0.01	0.04
	"New York"	"36"	"Newborn affected by complication of labour and delivery, unspecified"	"P03.9"	29	113891913	0.03	0.00	0.03
	"New York"	"36"	"Newborn affected by maternal use of drugs of addiction"	"P04.4"	18	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Slow fetal growth, unspecified"	"P05.9"	90	113891913	0.08	0.01	0.08
	"New York"	"36"	"Extremely low birth weight"	"P07.0"	327	113891913	0.29	0.02	0.30
	"New York"	"36"	"Other low birth weight"	"P07.1"	25	113891913	0.02	0.00	0.02
	"New York"	"36"	"Extreme immaturity"	"P07.2"	2980	113891913	2.62	0.05	2.69
	"New York"	"36"	"Other preterm infants"	"P07.3"	907	113891913	0.80	0.03	0.82
	"New York"	"36"	"Intraventricular haemorrhage due to birth injury"	"P10.2"	15	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Intrauterine hypoxia, unspecified"	"P20.9"	124	113891913	0.11	0.01	0.11
	"New York"	"36"	"Severe birth asphyxia"	"P21.0"	20	113891913	0.02	0.00	0.02
	"New York"	"36"	"Birth asphyxia, unspecified"	"P21.9"	246	113891913	0.22	0.01	0.22
	"New York"	"36"	"Respiratory distress syndrome of newborn"	"P22.0"	828	113891913	0.73	0.03	0.75
	"New York"	"36"	"Respiratory distress of newborn, unspecified"	"P22.9"	111	113891913	0.10	0.01	0.10
	"New York"	"36"	"Congenital pneumonia, unspecified"	"P23.9"	56	113891913	0.05	0.01	0.05
	"New York"	"36"	"Neonatal aspiration of meconium"	"P24.0"	53	113891913	0.05	0.01	0.05
	"New York"	"36"	"Interstitial emphysema originating in the perinatal period"	"P25.0"	39	113891913	0.03	0.01	0.04
	"New York"	"36"	"Pneumothorax originating in the perinatal period"	"P25.1"	89	113891913	0.08	0.01	0.08
	"New York"	"36"	"Massive pulmonary haemorrhage originating in the perinatal period"	"P26.1"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	320	113891913	0.28	0.02	0.29
	"New York"	"36"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	177	113891913	0.16	0.01	0.16
	"New York"	"36"	"Unspecified chronic respiratory disease originating in the perinatal period"	"P27.9"	39	113891913	0.03	0.01	0.04
	"New York"	"36"	"Primary atelectasis of newborn"	"P28.0"	267	113891913	0.23	0.01	0.24
	"New York"	"36"	"Other apnoea of newborn"	"P28.4"	11	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Respiratory failure of newborn"	"P28.5"	11	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other specified respiratory conditions of newborn"	"P28.8"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Respiratory condition of newborn, unspecified"	"P28.9"	17	113891913	0.01 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Neonatal cardiac failure"	"P29.0"	486	113891913	0.43	0.02	0.44
	"New York"	"36"	"Neonatal cardiac dysrhythmia"	"P29.1"	1890	113891913	1.66	0.04	1.71
	"New York"	"36"	"Persistent fetal circulation"	"P29.3"	67	113891913	0.06	0.01	0.06
	"New York"	"36"	"Congenital cytomegalovirus infection"	"P35.1"	17	113891913	0.01 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Congenital herpesviral [herpes simplex] infection"	"P35.2"	38	113891913	0.03	0.01	0.03
	"New York"	"36"	"Sepsis of newborn due to streptococcus, group B"	"P36.0"	23	113891913	0.02	0.00	0.02
	"New York"	"36"	"Sepsis of newborn due to Staphylococcus aureus"	"P36.2"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	26	113891913	0.02	0.00	0.02
	"New York"	"36"	"Other bacterial sepsis of newborn"	"P36.8"	41	113891913	0.04	0.01	0.04
	"New York"	"36"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	497	113891913	0.44	0.02	0.45
	"New York"	"36"	"Neonatal candidiasis"	"P37.5"	19	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Other specified congenital infectious and parasitic diseases"	"P37.8"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Infection specific to the perinatal period, unspecified"	"P39.9"	47	113891913	0.04	0.01	0.04
	"New York"	"36"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	228	113891913	0.20	0.01	0.21
	"New York"	"36"	"Intracerebral (nontraumatic) haemorrhage of newborn"	"P52.4"	25	113891913	0.02	0.00	0.02
	"New York"	"36"	"Intracranial (nontraumatic) haemorrhage of newborn, unspecified"	"P52.9"	52	113891913	0.05	0.01	0.05
	"New York"	"36"	"Other specified neonatal haemorrhages"	"P54.8"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Neonatal haemorrhage, unspecified"	"P54.9"	25	113891913	0.02	0.00	0.02
	"New York"	"36"	"Disseminated intravascular coagulation of newborn"	"P60"	65	113891913	0.06	0.01	0.06
	"New York"	"36"	"Anaemia of prematurity"	"P61.2"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other congenital anaemias, not elsewhere classified"	"P61.4"	28	113891913	0.02	0.00	0.03
	"New York"	"36"	"Necrotizing enterocolitis of newborn"	"P77"	417	113891913	0.37	0.02	0.38
	"New York"	"36"	"Perinatal intestinal perforation"	"P78.0"	57	113891913	0.05	0.01	0.05
	"New York"	"36"	"Other neonatal peritonitis"	"P78.1"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	173	113891913	0.15	0.01	0.16
	"New York"	"36"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	94	113891913	0.08	0.01	0.08
	"New York"	"36"	"Congenital renal failure"	"P96.0"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Termination of pregnancy, newborn"	"P96.4"	71	113891913	0.06	0.01	0.06
	"New York"	"36"	"Other specified conditions originating in the perinatal period"	"P96.8"	32	113891913	0.03	0.00	0.03
	"New York"	"36"	"Condition originating in the perinatal period, unspecified"	"P96.9"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Anencephaly"	"Q00.0"	164	113891913	0.14	0.01	0.15
	"New York"	"36"	"Encephalocele, unspecified"	"Q01.9"	25	113891913	0.02	0.00	0.02
	"New York"	"36"	"Microcephaly"	"Q02"	53	113891913	0.05	0.01	0.05
	"New York"	"36"	"Atresia of foramina of Magendie and Luschka"	"Q03.1"	32	113891913	0.03	0.00	0.03
	"New York"	"36"	"Congenital hydrocephalus, unspecified"	"Q03.9"	109	113891913	0.10	0.01	0.10
	"New York"	"36"	"Congenital malformations of corpus callosum"	"Q04.0"	19	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Holoprosencephaly"	"Q04.2"	77	113891913	0.07	0.01	0.07
	"New York"	"36"	"Other reduction deformities of brain"	"Q04.3"	93	113891913	0.08	0.01	0.08
	"New York"	"36"	"Congenital cerebral cysts"	"Q04.6"	11	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other specified congenital malformations of brain"	"Q04.8"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Congenital malformation of brain, unspecified"	"Q04.9"	56	113891913	0.05	0.01	0.05
	"New York"	"36"	"Unspecified spina bifida with hydrocephalus"	"Q05.4"	15	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Spina bifida, unspecified"	"Q05.9"	34	113891913	0.03	0.01	0.03
	"New York"	"36"	"Arnold-Chiari syndrome"	"Q07.0"	14	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Congenital malformation of nervous system, unspecified"	"Q07.9"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Common arterial trunk"	"Q20.0"	28	113891913	0.02	0.00	0.02
	"New York"	"36"	"Double outlet right ventricle"	"Q20.1"	25	113891913	0.02	0.00	0.02
	"New York"	"36"	"Discordant ventriculoarterial connection"	"Q20.3"	71	113891913	0.06	0.01	0.06
	"New York"	"36"	"Double inlet ventricle"	"Q20.4"	21	113891913	0.02	0.00	0.02
	"New York"	"36"	"Ventricular septal defect"	"Q21.0"	47	113891913	0.04	0.01	0.04
	"New York"	"36"	"Atrial septal defect"	"Q21.1"	32	113891913	0.03	0.00	0.03
	"New York"	"36"	"Atrioventricular septal defect"	"Q21.2"	40	113891913	0.04	0.01	0.04
	"New York"	"36"	"Tetralogy of Fallot"	"Q21.3"	105	113891913	0.09	0.01	0.09
	"New York"	"36"	"Congenital tricuspid stenosis"	"Q22.4"	11	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Ebstein anomaly"	"Q22.5"	32	113891913	0.03	0.00	0.03
	"New York"	"36"	"Hypoplastic right heart syndrome"	"Q22.6"	11	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Congenital stenosis of aortic valve"	"Q23.0"	19	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Hypoplastic left heart syndrome"	"Q23.4"	316	113891913	0.28	0.02	0.29
	"New York"	"36"	"Malformation of coronary vessels"	"Q24.5"	62	113891913	0.05	0.01	0.05
	"New York"	"36"	"Other specified congenital malformations of heart"	"Q24.8"	54	113891913	0.05	0.01	0.05
	"New York"	"36"	"Congenital malformation of heart, unspecified"	"Q24.9"	859	113891913	0.75	0.03	0.77
	"New York"	"36"	"Patent ductus arteriosus"	"Q25.0"	47	113891913	0.04	0.01	0.04
	"New York"	"36"	"Coarctation of aorta"	"Q25.1"	33	113891913	0.03	0.01	0.03
	"New York"	"36"	"Atresia of pulmonary artery"	"Q25.5"	27	113891913	0.02	0.00	0.02
	"New York"	"36"	"Stenosis of pulmonary artery"	"Q25.6"	14	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other congenital malformations of pulmonary artery"	"Q25.7"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Anomalous pulmonary venous connection, unspecified"	"Q26.4"	12	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Peripheral arteriovenous malformation"	"Q27.3"	30	113891913	0.03	0.00	0.03
	"New York"	"36"	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	22	113891913	0.02	0.00	0.02
	"New York"	"36"	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	23	113891913	0.02	0.00	0.02
	"New York"	"36"	"Other malformations of cerebral vessels"	"Q28.3"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other congenital malformations of trachea"	"Q32.1"	23	113891913	0.02	0.00	0.02
	"New York"	"36"	"Hypoplasia and dysplasia of lung"	"Q33.6"	300	113891913	0.26	0.02	0.27
	"New York"	"36"	"Congenital malformation of lung, unspecified"	"Q33.9"	18	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Hirschsprung disease"	"Q43.1"	17	113891913	0.01 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Congenital malformations of intestinal fixation"	"Q43.3"	27	113891913	0.02	0.00	0.02
	"New York"	"36"	"Atresia of bile ducts"	"Q44.2"	18	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Renal agenesis, bilateral"	"Q60.1"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Renal agenesis, unspecified"	"Q60.2"	62	113891913	0.05	0.01	0.06
	"New York"	"36"	"Renal hypoplasia, unspecified"	"Q60.5"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Potter syndrome"	"Q60.6"	83	113891913	0.07	0.01	0.07
	"New York"	"36"	"Polycystic kidney, infantile type"	"Q61.1"	15	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Polycystic kidney, unspecified"	"Q61.3"	63	113891913	0.06	0.01	0.06
	"New York"	"36"	"Renal dysplasia"	"Q61.4"	43	113891913	0.04	0.01	0.04
	"New York"	"36"	"Other specified congenital musculoskeletal deformities"	"Q68.8"	12	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Thanatophoric short stature"	"Q77.1"	34	113891913	0.03	0.01	0.03
	"New York"	"36"	"Short rib syndrome"	"Q77.2"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Osteogenesis imperfecta"	"Q78.0"	25	113891913	0.02	0.00	0.02
	"New York"	"36"	"Osteochondrodysplasia, unspecified"	"Q78.9"	28	113891913	0.02	0.00	0.03
	"New York"	"36"	"Congenital diaphragmatic hernia"	"Q79.0"	185	113891913	0.16	0.01	0.17
	"New York"	"36"	"Exomphalos"	"Q79.2"	23	113891913	0.02	0.00	0.02
	"New York"	"36"	"Gastroschisis"	"Q79.3"	33	113891913	0.03	0.01	0.03
	"New York"	"36"	"Prune belly syndrome"	"Q79.4"	11	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Epidermolysis bullosa, unspecified"	"Q81.9"	17	113891913	0.01 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Neurofibromatosis (nonmalignant)"	"Q85.0"	12	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Tuberous sclerosis"	"Q85.1"	11	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	24	113891913	0.02	0.00	0.02
	"New York"	"36"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	37	113891913	0.03	0.01	0.03
	"New York"	"36"	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	18	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Marfan syndrome"	"Q87.4"	22	113891913	0.02	0.00	0.02
	"New York"	"36"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	38	113891913	0.03	0.01	0.03
	"New York"	"36"	"Conjoined twins"	"Q89.4"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	271	113891913	0.24	0.01	0.24
	"New York"	"36"	"Other specified congenital malformations"	"Q89.8"	44	113891913	0.04	0.01	0.04
	"New York"	"36"	"Congenital malformation, unspecified"	"Q89.9"	184	113891913	0.16	0.01	0.17
	"New York"	"36"	"Down syndrome, unspecified"	"Q90.9"	161	113891913	0.14	0.01	0.14
	"New York"	"36"	"Edwards syndrome, unspecified"	"Q91.3"	404	113891913	0.35	0.02	0.37
	"New York"	"36"	"Patau syndrome, unspecified"	"Q91.7"	228	113891913	0.20	0.01	0.21
	"New York"	"36"	"Triploidy and polyploidy"	"Q92.7"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	19	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Deletion of short arm of chromosome 4"	"Q93.3"	18	113891913	0.02 (Unreliable)	0.00	0.02 (Unreliable)
	"New York"	"36"	"Other deletions of part of a chromosome"	"Q93.5"	10	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other deletions from the autosomes"	"Q93.8"	12	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other specified chromosome abnormalities"	"Q99.8"	21	113891913	0.02	0.00	0.02
	"New York"	"36"	"Chromosomal abnormality, unspecified"	"Q99.9"	44	113891913	0.04	0.01	0.04
	"New York"	"36"	"Asphyxia"	"R09.0"	14	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Respiratory arrest"	"R09.2"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other and unspecified convulsions"	"R56.8"	165	113891913	0.14	0.01	0.14
	"New York"	"36"	"Other specified general symptoms and signs"	"R68.8"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Sudden infant death syndrome - SIDS"	"R95"	824	113891913	0.72	0.03	0.75
	"New York"	"36"	"Instantaneous death"	"R96.0"	14	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Other ill-defined and unspecified causes of mortality"	"R99"	3072	113891913	2.70	0.05	2.69
	"New York"	"36"	"Terrorism involving destruction of aircraft"	"U01.1"	78	113891913	0.07	0.01	0.06
	"New York"	"36"	"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"	"V03.0"	21	113891913	0.02	0.00	0.02
	"New York"	"36"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	403	113891913	0.35	0.02	0.35
	"New York"	"36"	"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"	"V04.1"	46	113891913	0.04	0.01	0.04
	"New York"	"36"	"Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident"	"V05.0"	34	113891913	0.03	0.01	0.03
	"New York"	"36"	"Pedestrian injured in collision with railway train or railway vehicle, traffic accident"	"V05.1"	22	113891913	0.02	0.00	0.02
	"New York"	"36"	"Unspecified whether traffic or nontraffic accident"	"V05.9"	49	113891913	0.04	0.01	0.04
	"New York"	"36"	"Pedestrian injured in unspecified nontraffic accident"	"V09.1"	68	113891913	0.06	0.01	0.06
	"New York"	"36"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	439	113891913	0.39	0.02	0.37
	"New York"	"36"	"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V13.4"	42	113891913	0.04	0.01	0.04
	"New York"	"36"	"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"	"V13.9"	60	113891913	0.05	0.01	0.05
	"New York"	"36"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.4"	33	113891913	0.03	0.01	0.03
	"New York"	"36"	"Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"	"V19.6"	25	113891913	0.02	0.00	0.02
	"New York"	"36"	"Pedal cyclist [any] injured in unspecified traffic accident"	"V19.9"	44	113891913	0.04	0.01	0.04
	"New York"	"36"	"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V23.4"	156	113891913	0.14	0.01	0.13
	"New York"	"36"	"Motorcycle rider injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V23.5"	16	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Motorcycle rider injured in collision with car, pick-up truck or van, unspecified motorcycle rider injured in traffic accident"	"V23.9"	21	113891913	0.02	0.00	0.02
	"New York"	"36"	"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident"	"V27.4"	110	113891913	0.10	0.01	0.09
	"New York"	"36"	"Motorcycle rider injured in collision with fixed or stationary object, unspecified motorcycle rider injured in traffic accident"	"V27.9"	13	113891913	0.01 (Unreliable)	0.00	0.01 (Unreliable)
	"New York"	"36"	"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident"	"V28.4"	30	113891913	0.03	0.00	0.02
	"New York"	"36"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	80	113891913	0.07	0.01	0.07
	"New York"	"36"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	93	113891913	0.08	0.01	0.08
	"New York"	"36"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	250	113891913	0.22	0.01	0.20
	"New York"	"36"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	217	113891913	0.19	0.01	0.18
